Temp sensor vsm,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2023-02-23 12:44:15,25.5,43.5,12.2,010054931
2,2023-02-23 12:44:45,25.5,39.0,10.5
3,2023-02-23 12:45:15,26.0,36.0,9.8
4,2023-02-23 12:45:45,26.0,35.0,9.4
5,2023-02-23 12:46:15,26.0,34.5,9.1
6,2023-02-23 12:46:45,26.0,34.5,9.1
7,2023-02-23 12:47:15,26.0,34.0,8.9
8,2023-02-23 12:47:45,26.0,34.0,8.9
9,2023-02-23 12:48:15,26.0,34.0,8.9
10,2023-02-23 12:48:45,26.0,34.0,8.9
11,2023-02-23 12:49:15,26.0,34.0,8.9
12,2023-02-23 12:49:45,26.0,34.0,8.9
13,2023-02-23 12:50:15,26.0,34.0,8.9
14,2023-02-23 12:50:45,26.0,33.5,8.7
15,2023-02-23 12:51:15,26.0,33.5,8.7
16,2023-02-23 12:51:45,26.0,33.5,8.7
17,2023-02-23 12:52:15,26.0,33.5,8.7
18,2023-02-23 12:52:45,26.0,33.5,8.7
19,2023-02-23 12:53:15,26.0,33.5,8.7
20,2023-02-23 12:53:45,26.0,33.5,8.7
21,2023-02-23 12:54:15,26.0,33.5,8.7
22,2023-02-23 12:54:45,26.5,33.5,9.2
23,2023-02-23 12:55:15,26.5,33.5,9.2
24,2023-02-23 12:55:45,26.5,33.5,9.2
25,2023-02-23 12:56:15,26.5,33.5,9.2
26,2023-02-23 12:56:45,26.5,33.5,9.2
27,2023-02-23 12:57:15,26.5,33.5,9.2
28,2023-02-23 12:57:45,26.5,33.5,9.2
29,2023-02-23 12:58:15,26.5,33.5,9.2
30,2023-02-23 12:58:45,26.5,33.5,9.2
31,2023-02-23 12:59:15,26.5,33.0,8.9
32,2023-02-23 12:59:45,26.5,33.0,8.9
33,2023-02-23 13:00:15,26.5,33.5,9.2
34,2023-02-23 13:00:45,26.5,33.5,9.2
35,2023-02-23 13:01:15,26.5,33.5,9.2
36,2023-02-23 13:01:45,26.5,33.5,9.2
37,2023-02-23 13:02:15,26.5,33.5,9.2
38,2023-02-23 13:02:45,26.5,33.0,8.9
39,2023-02-23 13:03:15,26.5,33.0,8.9
40,2023-02-23 13:03:45,26.5,33.0,8.9
41,2023-02-23 13:04:15,26.5,33.0,8.9
42,2023-02-23 13:04:45,26.5,33.0,8.9
43,2023-02-23 13:05:15,26.5,33.0,8.9
44,2023-02-23 13:05:45,26.5,33.0,8.9
45,2023-02-23 13:06:15,26.5,33.0,8.9
46,2023-02-23 13:06:45,26.5,33.0,8.9
47,2023-02-23 13:07:15,26.5,33.0,8.9
48,2023-02-23 13:07:45,26.5,33.0,8.9
49,2023-02-23 13:08:15,26.5,33.0,8.9
50,2023-02-23 13:08:45,26.5,33.0,8.9
51,2023-02-23 13:09:15,26.5,33.0,8.9
52,2023-02-23 13:09:45,26.5,33.0,8.9
53,2023-02-23 13:10:15,26.5,33.0,8.9
54,2023-02-23 13:10:45,26.5,33.0,8.9
55,2023-02-23 13:11:15,26.5,33.0,8.9
56,2023-02-23 13:11:45,26.5,33.0,8.9
57,2023-02-23 13:12:15,26.5,33.0,8.9
58,2023-02-23 13:12:45,26.5,33.0,8.9
59,2023-02-23 13:13:15,26.5,33.0,8.9
60,2023-02-23 13:13:45,26.5,33.0,8.9
61,2023-02-23 13:14:15,26.5,33.0,8.9
62,2023-02-23 13:14:45,26.5,33.0,8.9
63,2023-02-23 13:15:15,26.5,33.0,8.9
64,2023-02-23 13:15:45,26.5,33.0,8.9
65,2023-02-23 13:16:15,26.5,33.0,8.9
66,2023-02-23 13:16:45,26.5,33.0,8.9
67,2023-02-23 13:17:15,26.5,32.5,8.7
68,2023-02-23 13:17:45,26.5,33.0,8.9
69,2023-02-23 13:18:15,26.5,33.0,8.9
70,2023-02-23 13:18:45,26.5,32.5,8.7
71,2023-02-23 13:19:15,26.5,32.5,8.7
72,2023-02-23 13:19:45,26.5,32.5,8.7
73,2023-02-23 13:20:15,26.5,32.5,8.7
74,2023-02-23 13:20:45,26.5,32.5,8.7
75,2023-02-23 13:21:15,26.5,32.5,8.7
76,2023-02-23 13:21:45,26.5,32.5,8.7
77,2023-02-23 13:22:15,26.5,32.5,8.7
78,2023-02-23 13:22:45,26.5,32.5,8.7
79,2023-02-23 13:23:15,26.5,32.5,8.7
80,2023-02-23 13:23:45,26.5,32.5,8.7
81,2023-02-23 13:24:15,26.5,32.5,8.7
