Temp sensor vsm,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2023-05-03 16:42:02,23.5,42.0,9.9,010054931
2,2023-05-03 16:42:32,24.0,38.0,8.8
3,2023-05-03 16:43:02,24.0,37.5,8.6
4,2023-05-03 16:43:32,24.0,37.5,8.6
5,2023-05-03 16:44:02,24.0,37.0,8.4
6,2023-05-03 16:44:32,24.0,37.0,8.4
7,2023-05-03 16:45:02,24.0,37.0,8.4
8,2023-05-03 16:45:32,24.5,37.0,8.9
9,2023-05-03 16:46:02,24.5,37.0,8.9
10,2023-05-03 16:46:32,24.5,36.5,8.7
11,2023-05-03 16:47:02,24.5,36.5,8.7
12,2023-05-03 16:47:32,24.5,36.5,8.7
13,2023-05-03 16:48:02,24.5,36.5,8.7
14,2023-05-03 16:48:32,24.5,36.5,8.7
15,2023-05-03 16:49:02,24.5,36.5,8.7
16,2023-05-03 16:49:32,24.5,36.5,8.7
17,2023-05-03 16:50:02,24.5,36.5,8.7
18,2023-05-03 16:50:32,24.5,36.0,8.5
19,2023-05-03 16:51:02,24.5,36.0,8.5
20,2023-05-03 16:51:32,24.5,36.0,8.5
21,2023-05-03 16:52:02,25.0,36.0,8.9
22,2023-05-03 16:52:32,25.0,36.0,8.9
23,2023-05-03 16:53:02,25.0,36.0,8.9
24,2023-05-03 16:53:32,25.0,36.0,8.9
25,2023-05-03 16:54:02,25.0,36.0,8.9
26,2023-05-03 16:54:32,25.0,35.5,8.7
27,2023-05-03 16:55:02,25.0,35.5,8.7
28,2023-05-03 16:55:32,25.0,35.5,8.7
29,2023-05-03 16:56:02,25.0,35.5,8.7
30,2023-05-03 16:56:32,25.0,35.5,8.7
31,2023-05-03 16:57:02,25.0,35.5,8.7
32,2023-05-03 16:57:32,25.0,35.5,8.7
33,2023-05-03 16:58:02,25.5,35.5,9.1
34,2023-05-03 16:58:32,25.5,35.5,9.1
35,2023-05-03 16:59:02,25.5,35.0,8.9
36,2023-05-03 16:59:32,25.5,35.0,8.9
37,2023-05-03 17:00:02,25.5,35.0,8.9
38,2023-05-03 17:00:32,25.5,35.0,8.9
39,2023-05-03 17:01:02,25.5,35.0,8.9
40,2023-05-03 17:01:32,25.5,35.0,8.9
41,2023-05-03 17:02:02,25.5,35.0,8.9
42,2023-05-03 17:02:32,25.5,35.0,8.9
43,2023-05-03 17:03:02,26.0,34.5,9.1
44,2023-05-03 17:03:32,26.0,34.5,9.1
45,2023-05-03 17:04:02,26.0,34.5,9.1
46,2023-05-03 17:04:32,26.0,34.5,9.1
47,2023-05-03 17:05:02,26.0,34.5,9.1
48,2023-05-03 17:05:32,26.0,34.5,9.1
49,2023-05-03 17:06:02,26.0,34.5,9.1
50,2023-05-03 17:06:32,26.0,34.5,9.1
51,2023-05-03 17:07:02,26.0,34.5,9.1
52,2023-05-03 17:07:32,26.0,34.5,9.1
53,2023-05-03 17:08:02,26.0,34.0,8.9
54,2023-05-03 17:08:32,26.0,34.0,8.9
55,2023-05-03 17:09:02,26.0,34.0,8.9
56,2023-05-03 17:09:32,26.0,34.0,8.9
57,2023-05-03 17:10:02,26.0,34.0,8.9
58,2023-05-03 17:10:32,26.0,34.0,8.9
59,2023-05-03 17:11:02,26.5,33.5,9.2
60,2023-05-03 17:11:32,26.5,33.5,9.2
